gap_id,Krankenkasse,contribution_period,missing_link,why_missing,documents_needed,search_keywords,suggested_folder
GAP-0205,Barmer,2024-09,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Barmer 2024-09,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0206,Barmer,2024-10,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Barmer 2024-10,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0207,Barmer,2024-10,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Barmer 2024-10,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0208,Barmer,2024-10,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Barmer 2024-10,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0209,Barmer,2024-10,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Barmer Ratenzahlung Mahnung 2024-10,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0210,Barmer,2024-10,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Barmer 2024-10,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0211,Barmer,2024-11,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Barmer 2024-11,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0212,Barmer,2024-11,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Barmer 2024-11,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0213,Barmer,2024-11,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Barmer 2024-11,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0214,Barmer,2024-11,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Barmer Ratenzahlung Mahnung 2024-11,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0215,Barmer,2024-11,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Barmer 2024-11,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0216,Barmer,2024-12,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Barmer 2024-12,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0217,Barmer,2024-12,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Barmer 2024-12,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0218,Barmer,2024-12,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Barmer 2024-12,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0219,Barmer,2024-12,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Barmer Ratenzahlung Mahnung 2024-12,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0220,Barmer,2024-12,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Barmer 2024-12,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0221,Barmer,2025-01,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Barmer 2025-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0222,Barmer,2025-01,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Barmer 2025-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0223,Barmer,2025-01,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Barmer 2025-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0224,Barmer,2025-03,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Barmer 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0225,Barmer,2025-03,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Barmer 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0226,Barmer,2025-03,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Barmer 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0227,Barmer,2025-03,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Barmer Ratenzahlung Mahnung 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0228,Barmer,2025-03,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Barmer 2025-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0229,Barmer,2025-04,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Barmer 2025-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0230,Barmer,2025-04,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Barmer 2025-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0231,Barmer,2025-04,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Barmer 2025-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0232,Barmer,2025-04,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Barmer Ratenzahlung Mahnung 2025-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0233,Barmer,2025-04,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Barmer 2025-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0234,Barmer,2025-05,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Barmer 2025-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0235,Barmer,2025-05,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Barmer Ratenzahlung Mahnung 2025-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0236,Barmer,2025-05,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Barmer 2025-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0237,Barmer,2025-06,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Barmer 2025-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0238,Barmer,2025-06,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Barmer Ratenzahlung Mahnung 2025-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0239,Barmer,2025-06,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Barmer 2025-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0240,DAK,2024-01,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis DAK 2024-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0241,DAK,2024-01,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung DAK 2024-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0242,DAK,2024-01,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung DAK 2024-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0243,DAK,2024-01,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email DAK Ratenzahlung Mahnung 2024-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0244,DAK,2024-01,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung DAK 2024-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0245,DAK,2024-05,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis DAK 2024-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0246,DAK,2024-05,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung DAK 2024-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0247,DAK,2024-05,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung DAK 2024-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0248,DAK,2024-05,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email DAK Ratenzahlung Mahnung 2024-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0249,DAK,2024-05,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung DAK 2024-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0250,DAK,2025-01,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis DAK 2025-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0251,DAK,2025-01,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung DAK 2025-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0252,DAK,2025-01,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung DAK 2025-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0253,DAK,2025-04,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis DAK 2025-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0254,DAK,2025-04,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung DAK 2025-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0255,DAK,2025-04,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung DAK 2025-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0256,DAK,2025-04,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email DAK Ratenzahlung Mahnung 2025-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0257,DAK,2025-04,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung DAK 2025-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0258,DAK,2025-05,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis DAK 2025-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0259,DAK,2025-05,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung DAK 2025-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0260,DAK,2025-05,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung DAK 2025-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0261,DAK,2025-05,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email DAK Ratenzahlung Mahnung 2025-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0262,DAK,2025-05,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung DAK 2025-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0263,DAK,2025-06,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis DAK 2025-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0264,DAK,2025-06,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung DAK 2025-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0265,DAK,2025-06,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung DAK 2025-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0266,DAK,2025-06,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email DAK Ratenzahlung Mahnung 2025-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0267,DAK,2025-06,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung DAK 2025-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0268,Hauptzollamt / Krankenkasse,2024-01,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Hauptzollamt / Krankenkasse 2024-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0269,Hauptzollamt / Krankenkasse,2024-01,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Hauptzollamt / Krankenkasse 2024-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0270,Hauptzollamt / Krankenkasse,2024-01,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Hauptzollamt / Krankenkasse 2024-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0271,Hauptzollamt / Krankenkasse,2024-01,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Hauptzollamt / Krankenkasse Ratenzahlung Mahnung 2024-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0272,Hauptzollamt / Krankenkasse,2024-01,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Hauptzollamt / Krankenkasse 2024-01,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0273,Hauptzollamt / Krankenkasse,2024-02,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Hauptzollamt / Krankenkasse 2024-02,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0274,Hauptzollamt / Krankenkasse,2024-02,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Hauptzollamt / Krankenkasse 2024-02,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0275,Hauptzollamt / Krankenkasse,2024-02,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Hauptzollamt / Krankenkasse 2024-02,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0276,Hauptzollamt / Krankenkasse,2024-02,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Hauptzollamt / Krankenkasse Ratenzahlung Mahnung 2024-02,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0277,Hauptzollamt / Krankenkasse,2024-02,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Hauptzollamt / Krankenkasse 2024-02,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0278,Hauptzollamt / Krankenkasse,2024-03,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Hauptzollamt / Krankenkasse 2024-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0279,Hauptzollamt / Krankenkasse,2024-03,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Hauptzollamt / Krankenkasse 2024-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0280,Hauptzollamt / Krankenkasse,2024-03,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Hauptzollamt / Krankenkasse 2024-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0281,Hauptzollamt / Krankenkasse,2024-03,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Hauptzollamt / Krankenkasse Ratenzahlung Mahnung 2024-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0282,Hauptzollamt / Krankenkasse,2024-03,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Hauptzollamt / Krankenkasse 2024-03,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0283,Hauptzollamt / Krankenkasse,2024-04,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Hauptzollamt / Krankenkasse 2024-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0284,Hauptzollamt / Krankenkasse,2024-04,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Hauptzollamt / Krankenkasse 2024-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0285,Hauptzollamt / Krankenkasse,2024-04,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Hauptzollamt / Krankenkasse 2024-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0286,Hauptzollamt / Krankenkasse,2024-04,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Hauptzollamt / Krankenkasse Ratenzahlung Mahnung 2024-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0287,Hauptzollamt / Krankenkasse,2024-04,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Hauptzollamt / Krankenkasse 2024-04,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0288,Hauptzollamt / Krankenkasse,2024-05,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Hauptzollamt / Krankenkasse 2024-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0289,Hauptzollamt / Krankenkasse,2024-05,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Hauptzollamt / Krankenkasse 2024-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0290,Hauptzollamt / Krankenkasse,2024-05,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Hauptzollamt / Krankenkasse 2024-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0291,Hauptzollamt / Krankenkasse,2024-05,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Hauptzollamt / Krankenkasse Ratenzahlung Mahnung 2024-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0292,Hauptzollamt / Krankenkasse,2024-05,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Hauptzollamt / Krankenkasse 2024-05,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0293,Hauptzollamt / Krankenkasse,2024-06,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Hauptzollamt / Krankenkasse 2024-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0294,Hauptzollamt / Krankenkasse,2024-06,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Hauptzollamt / Krankenkasse 2024-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0295,Hauptzollamt / Krankenkasse,2024-06,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Hauptzollamt / Krankenkasse 2024-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0296,Hauptzollamt / Krankenkasse,2024-06,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Hauptzollamt / Krankenkasse Ratenzahlung Mahnung 2024-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0297,Hauptzollamt / Krankenkasse,2024-06,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Hauptzollamt / Krankenkasse 2024-06,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0298,Hauptzollamt / Krankenkasse,2024-07,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Hauptzollamt / Krankenkasse 2024-07,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0299,Hauptzollamt / Krankenkasse,2024-07,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Hauptzollamt / Krankenkasse 2024-07,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0300,Hauptzollamt / Krankenkasse,2024-07,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Hauptzollamt / Krankenkasse 2024-07,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0301,Hauptzollamt / Krankenkasse,2024-07,KRANKENKASSE_COMMUNICATION,No source row in current evidence package establishes this link.,communication with Krankenkasse/Einzugsstelle,email Hauptzollamt / Krankenkasse Ratenzahlung Mahnung 2024-07,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0302,Hauptzollamt / Krankenkasse,2024-07,PAYMENT_PLAN_OR_STUNDUNG,No source row in current evidence package establishes this link.,request/response/payment plan if applicable,Ratenzahlung Stundung Zahlungsvereinbarung Hauptzollamt / Krankenkasse 2024-07,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0303,Hauptzollamt / Krankenkasse,2024-08,CONTRIBUTION_DUE,No source row in current evidence package establishes this link.,contribution notice or contribution list,Beitragsnachweis Hauptzollamt / Krankenkasse 2024-08,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0304,Hauptzollamt / Krankenkasse,2024-08,ACCOUNTING_NOTIFICATION,No source row in current evidence package establishes this link.,accountant-to-Martin obligation notification,Brunettin Zahlung Hauptzollamt / Krankenkasse 2024-08,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
GAP-0305,Hauptzollamt / Krankenkasse,2024-08,PAYMENT_OR_NONPAYMENT,No source row in current evidence package establishes this link.,"bank payment, returned debit, or explicit outstanding balance",SEPA Lastschrift Ueberweisung Hauptzollamt / Krankenkasse 2024-08,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance
