gap_id,month,category,gap_type,candidate_file,candidate_path,candidate_document_type,matched_keywords,matched_text_snippet,candidate_reason,confidence,recommended_action
GAP-034,2024-09,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen_Juli_2025__copy4.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/Lohnauswertungen_Juli_2025__copy4.pdf,Payroll,09.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal; payroll,"4 Ost 2.580,00 0,00 0,00 01.09.2024 Ost 2.580,00 0,00 0,00 01.10.2024 Ost 2.580,00 0,00 0,00 01.11.2024 Ost 2.580,00 0,00 ",month matched; category/type keywords matched,HIGH,USE_EXISTING
GAP-034,2024-09,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/payroll082024/Lohnauswertungen.pdf,Payroll,09.2024; 202409; lohn; lohnabrechnung; lohnauswertung; payroll; september 2024, Martin Zahariev L0T 13.09.2024 10001 Usti Nad Labem 27 1 ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-034,2024-09,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen/Lohnauswertungen.pdf,Payroll,09.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal,"024 Ost 2.750,00 0,00 0,00 01.09.2024 Ost 2.750,00 0,00 0,00 01.10.2024 Ost 2.750,00 0,00 0,00 01.11.2024 Ost 2.750,00 0,00 ",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-034,2024-09,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenapril2025/Lohnauswertungen.pdf,Payroll,09.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal,"01.08.2024 Ost 2.829,06 0,00 0,00 01.09.2024 Ost 2.829,06 0,00 0,00 01.10.2024 Ost 2.829,06 0,00 0,00 01.11.2024 Ost 2.82",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-034,2024-09,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen_Juli_2025.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenjuli2025/Lohnauswertungen_Juli_2025.pdf,Payroll,09.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal,"4 Ost 2.580,00 0,00 0,00 01.09.2024 Ost 2.580,00 0,00 0,00 01.10.2024 Ost 2.580,00 0,00 0,00 01.11.2024 Ost 2.580,00 0,00 ",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-035,2024-09,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1.pdf,00_INBOX - Входящи - Eingang/Accounting/10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1.pdf,Health Insurance,09-2024; 09.2024; 09/2024; aok; barmer; bkk; dak; kkh; krankenkasse; september 2024; sozialversicherung; techniker; tk; viactiv,10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1.pdf 00_INBOX - Входящи - Eingang/Accounting/10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1.pdf Abrechnung der Brutto/Netto,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-035,2024-09,health insurance,MISSING_STRICT_STATUS_AMOUNTS,Entgeltbescheinigungen 09-2024.pdf,00_INBOX - Входящи - Eingang/Accounting/2024/Entgeltbescheinigungen 09-2024.pdf,Health Insurance,09-2024; 09.2024; 09/2024; aok; barmer; bkk; dak; ikk; kkh; krankenkasse; september 2024; sozialversicherung; techniker; viactiv,Entgeltbescheinigungen 09-2024.pdf 00_INBOX - Входящи - Eingang/Accounting/2024/Entgeltbescheinigungen 09-2024.pdf 659798 Martin Zahariev ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-035,2024-09,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1.pdf,Health Insurance,09-2024; 09.2024; 09/2024; aok; barmer; bkk; dak; kkh; krankenkasse; september 2024; sozialversicherung; techniker; tk; viactiv,10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1.pdf Abrech,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-035,2024-09,health insurance,MISSING_STRICT_STATUS_AMOUNTS,10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1__copy2.pdf,Health Insurance,09-2024; 09.2024; 09/2024; aok; barmer; bkk; dak; kkh; krankenkasse; september 2024; sozialversicherung; techniker; tk; viactiv,10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1__copy2.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1__co,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-035,2024-09,health insurance,MISSING_STRICT_STATUS_AMOUNTS,Entgeltbescheinigungen 09-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 09-2024.pdf,Health Insurance,09-2024; 09.2024; 09/2024; aok; barmer; bkk; dak; ikk; kkh; krankenkasse; september 2024; sozialversicherung; techniker; viactiv,Entgeltbescheinigungen 09-2024.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 09-2024.pdf 659798 ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-035,2024-09,health insurance,MISSING_STRICT_STATUS_AMOUNTS,Entgeltbescheinigungen 09-2024__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 09-2024__copy2.pdf,Health Insurance,09-2024; 09.2024; 09/2024; aok; barmer; bkk; dak; ikk; kkh; krankenkasse; september 2024; sozialversicherung; techniker; viactiv,Entgeltbescheinigungen 09-2024__copy2.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 09-2024__copy2.pdf 659798 ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-035,2024-09,health insurance,MISSING_STRICT_STATUS_AMOUNTS,Entgeltbescheinigungen 09-2024__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 09-2024__copy3.pdf,Health Insurance,09-2024; 09.2024; 09/2024; aok; barmer; bkk; dak; ikk; kkh; krankenkasse; september 2024; sozialversicherung; techniker; viactiv,Entgeltbescheinigungen 09-2024__copy3.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 09-2024__copy3.pdf 659798 ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-036,2024-09,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1.pdf,00_INBOX - Входящи - Eingang/Accounting/10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1.pdf,Health Insurance,09-2024; 09.2024; 09/2024; bezahlt; rechnung; september 2024; versicherung,10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1.pdf 00_INBOX - Входящи - Eingang/Accounting/10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1.pdf Abrechnung der Brutto/Netto,month matched; category/type keywords matched; category match needs manual confirmation,MEDIUM,MOVE_TO_CATEGORY
GAP-036,2024-09,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Entgeltbescheinigungen 09-2024.pdf,00_INBOX - Входящи - Eingang/Accounting/2024/Entgeltbescheinigungen 09-2024.pdf,Health Insurance,09-2024; 09.2024; 09/2024; bezahlt; rechnung; september 2024; versicherung,Entgeltbescheinigungen 09-2024.pdf 00_INBOX - Входящи - Eingang/Accounting/2024/Entgeltbescheinigungen 09-2024.pdf 659798 Martin Zahariev ,month matched; category/type keywords matched; category match needs manual confirmation,MEDIUM,MOVE_TO_CATEGORY
GAP-036,2024-09,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1.pdf,Health Insurance,09-2024; 09.2024; 09/2024; bezahlt; rechnung; september 2024; versicherung,10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1.pdf Abrech,month matched; category/type keywords matched; category match needs manual confirmation,MEDIUM,MOVE_TO_CATEGORY
GAP-036,2024-09,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1__copy2.pdf,Health Insurance,09-2024; 09.2024; 09/2024; bezahlt; rechnung; september 2024; versicherung,10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1__copy2.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_09-2024_DivAuswertungen_DivMitarbeiter_QZ1__co,month matched; category/type keywords matched; category match needs manual confirmation,MEDIUM,MOVE_TO_CATEGORY
GAP-036,2024-09,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Entgeltbescheinigungen 09-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 09-2024.pdf,Health Insurance,09-2024; 09.2024; 09/2024; bezahlt; rechnung; september 2024; versicherung,Entgeltbescheinigungen 09-2024.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 09-2024.pdf 659798 ,month matched; category/type keywords matched; category match needs manual confirmation,MEDIUM,MOVE_TO_CATEGORY
GAP-036,2024-09,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Entgeltbescheinigungen 09-2024__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 09-2024__copy2.pdf,Health Insurance,09-2024; 09.2024; 09/2024; bezahlt; rechnung; september 2024; versicherung,Entgeltbescheinigungen 09-2024__copy2.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 09-2024__copy2.pdf 659798 ,month matched; category/type keywords matched; category match needs manual confirmation,MEDIUM,MOVE_TO_CATEGORY
GAP-037,2024-10,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen_Juli_2025__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/Lohnauswertungen_Juli_2025__copy2.pdf,Payroll,10.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal; payroll,"4 Ost 2.580,00 0,00 0,00 01.10.2024 Ost 2.580,00 0,00 0,00 01.11.2024 Ost 2.580,00 0,00 0,00 01.12.2024 Ost 2.580,00 0,00 ",month matched; category/type keywords matched,HIGH,USE_EXISTING
GAP-037,2024-10,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen_Juli_2025__copy4.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/Lohnauswertungen_Juli_2025__copy4.pdf,Payroll,10.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal; payroll,"4 Ost 2.580,00 0,00 0,00 01.10.2024 Ost 2.580,00 0,00 0,00 01.11.2024 Ost 2.580,00 0,00 0,00 01.12.2024 Ost 2.580,00 0,00 ",month matched; category/type keywords matched,HIGH,USE_EXISTING
GAP-037,2024-10,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen_Oktober_2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/Lohnauswertungen_Oktober_2024.pdf,Payroll,10.2024; 10/2024; lohn; lohnauswertung; oktober 2024; oktober_2024; payroll, 26081195P015 07.01.2022 18.10.2024 31.10.2024 X ,month matched; category/type keywords matched,HIGH,USE_EXISTING
GAP-037,2024-10,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen_Oktober_2024__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/Lohnauswertungen_Oktober_2024__copy2.pdf,Payroll,10.2024; 10/2024; lohn; lohnauswertung; oktober 2024; oktober_2024; payroll, 26081195P015 07.01.2022 18.10.2024 31.10.2024 X ,month matched; category/type keywords matched,HIGH,USE_EXISTING
GAP-037,2024-10,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/payroll102024/Lohnauswertungen.pdf,Payroll,10.2024; 10/2024; lohn; lohnabrechnung; lohnauswertung; oktober 2024; payroll, Martin Zahariev R02 10.10.2024 10001 Usti Nad Labem 27 1 ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-037,2024-10,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen_Oktober_2024.pdf,00_INBOX - Входящи - Eingang/Accounting/Lohnauswertungen_Oktober_2024.pdf,Payroll,10.2024; 10/2024; lohn; lohnauswertung; oktober 2024; oktober_2024, 26081195P015 07.01.2022 18.10.2024 31.10.2024 X ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-038,2024-10,health insurance,MISSING_STRICT_STATUS_AMOUNTS,Entgeltbescheinigungen 10-2024.pdf,00_INBOX - Входящи - Eingang/Accounting/2024/Entgeltbescheinigungen 10-2024.pdf,Health Insurance,10-2024; 10.2024; 10/2024; aok; barmer; bkk; dak; kkh; krankenkasse; oktober 2024; sozialversicherung; techniker; viactiv,Entgeltbescheinigungen 10-2024.pdf 00_INBOX - Входящи - Eingang/Accounting/2024/Entgeltbescheinigungen 10-2024.pdf 659798 Martin Zahariev ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-038,2024-10,health insurance,MISSING_STRICT_STATUS_AMOUNTS,Entgeltbescheinigungen 10-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 10-2024.pdf,Health Insurance,10-2024; 10.2024; 10/2024; aok; barmer; bkk; dak; kkh; krankenkasse; oktober 2024; sozialversicherung; techniker; viactiv,Entgeltbescheinigungen 10-2024.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 10-2024.pdf 659798 ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-038,2024-10,health insurance,MISSING_STRICT_STATUS_AMOUNTS,Entgeltbescheinigungen 10-2024__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 10-2024__copy2.pdf,Health Insurance,10-2024; 10.2024; 10/2024; aok; barmer; bkk; dak; kkh; krankenkasse; oktober 2024; sozialversicherung; techniker; viactiv,Entgeltbescheinigungen 10-2024__copy2.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 10-2024__copy2.pdf 659798 ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-038,2024-10,health insurance,MISSING_STRICT_STATUS_AMOUNTS,Entgeltbescheinigungen 10-2024__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 10-2024__copy3.pdf,Health Insurance,10-2024; 10.2024; 10/2024; aok; barmer; bkk; dak; kkh; krankenkasse; oktober 2024; sozialversicherung; techniker; viactiv,Entgeltbescheinigungen 10-2024__copy3.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 10-2024__copy3.pdf 659798 ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-038,2024-10,health insurance,MISSING_STRICT_STATUS_AMOUNTS,Entgeltbescheinigungen 09-2024.pdf,00_INBOX - Входящи - Eingang/Accounting/2024/Entgeltbescheinigungen 09-2024.pdf,Health Insurance,10.2024; 202410; aok; barmer; bkk; dak; ikk; kkh; krankenkasse; oktober 2024; sozialversicherung; techniker; viactiv, Martin Zahariev O0N 10.10.2024 10001 Usti Nad Labem 27 1 ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-038,2024-10,health insurance,MISSING_STRICT_STATUS_AMOUNTS,Entgeltbescheinigungen 09-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 09-2024.pdf,Health Insurance,10.2024; 202410; aok; barmer; bkk; dak; ikk; kkh; krankenkasse; oktober 2024; sozialversicherung; techniker; viactiv, Martin Zahariev O0N 10.10.2024 10001 Usti Nad Labem 27 1 ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-039,2024-10,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Entgeltbescheinigungen 10-2024.pdf,00_INBOX - Входящи - Eingang/Accounting/2024/Entgeltbescheinigungen 10-2024.pdf,Health Insurance,10-2024; 10.2024; 10/2024; bezahlt; oktober 2024; rechnung; versicherung,Entgeltbescheinigungen 10-2024.pdf 00_INBOX - Входящи - Eingang/Accounting/2024/Entgeltbescheinigungen 10-2024.pdf 659798 Martin Zahariev ,month matched; category/type keywords matched; category match needs manual confirmation,MEDIUM,MOVE_TO_CATEGORY
GAP-039,2024-10,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Entgeltbescheinigungen 10-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 10-2024.pdf,Health Insurance,10-2024; 10.2024; 10/2024; bezahlt; oktober 2024; rechnung; versicherung,Entgeltbescheinigungen 10-2024.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 10-2024.pdf 659798 ,month matched; category/type keywords matched; category match needs manual confirmation,MEDIUM,MOVE_TO_CATEGORY
GAP-039,2024-10,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Entgeltbescheinigungen 10-2024__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 10-2024__copy2.pdf,Health Insurance,10-2024; 10.2024; 10/2024; bezahlt; oktober 2024; rechnung; versicherung,Entgeltbescheinigungen 10-2024__copy2.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 10-2024__copy2.pdf 659798 ,month matched; category/type keywords matched; category match needs manual confirmation,MEDIUM,MOVE_TO_CATEGORY
GAP-039,2024-10,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Entgeltbescheinigungen 10-2024__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 10-2024__copy3.pdf,Health Insurance,10-2024; 10.2024; 10/2024; bezahlt; oktober 2024; rechnung; versicherung,Entgeltbescheinigungen 10-2024__copy3.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 10-2024__copy3.pdf 659798 ,month matched; category/type keywords matched; category match needs manual confirmation,MEDIUM,MOVE_TO_CATEGORY
GAP-039,2024-10,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,Lohnauswertungen_Oktober_2024.pdf,00_INBOX - Входящи - Eingang/Accounting/Lohnauswertungen_Oktober_2024.pdf,Payroll,10.2024; 10/2024; bezahlt; oktober 2024; oktober_2024; rechnung, 26081195P015 07.01.2022 18.10.2024 31.10.2024 X ,month matched; category/type keywords matched; category match needs manual confirmation,MEDIUM,MOVE_TO_CATEGORY
GAP-039,2024-10,operating cost,MISSING_STRICT_DUE_PAID_UNPAID,10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2023.pdf,00_INBOX - Входящи - Eingang/Accounting/8. Überweisungsnachweise bzw. Barzahlungsquittungen/# 2024/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2023.pdf,Health Insurance,10.2024; faellig; fahrzeug; miete; rechnung; tank; versicherung,9ZZZ00000000001 SVWZ+Kfz-Steuer fuer C YZ 5 15 fuer die Zeit vom 04.10.2023 bis zum 03.10.2024 Kas senzeichen K11794485011 ZENTRALES FINANZWESEN DES BUNDES (ZFB) -ZENTRALKASSE-; BIC: PBNKDEFFXXX; IBAN: DE11 3701 0050 0980 6705 03 SEPA-LASTSCHRIFT 04.10.,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-040,2024-11,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen_Juli_2025__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/Lohnauswertungen_Juli_2025__copy2.pdf,Payroll,11.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal; payroll,"4 Ost 2.580,00 0,00 0,00 01.11.2024 Ost 2.580,00 0,00 0,00 01.12.2024 Ost 2.580,00 0,00 0,00 01.01.2025 2.580,00 0,00 ",month matched; category/type keywords matched,HIGH,USE_EXISTING
GAP-040,2024-11,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen_Juli_2025__copy4.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/Lohnauswertungen_Juli_2025__copy4.pdf,Payroll,11.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal; payroll,"4 Ost 2.580,00 0,00 0,00 01.11.2024 Ost 2.580,00 0,00 0,00 01.12.2024 Ost 2.580,00 0,00 0,00 01.01.2025 2.580,00 0,00 ",month matched; category/type keywords matched,HIGH,USE_EXISTING
GAP-040,2024-11,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/payroll102024/Lohnauswertungen.pdf,Payroll,11.2024; 202411; lohn; lohnabrechnung; lohnauswertung; november 2024; payroll, Martin Zahariev R0F 11.11.2024 10001 Usti Nad Labem 27 1 ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-040,2024-11,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen/Lohnauswertungen.pdf,Payroll,11.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal,"024 Ost 2.750,00 0,00 0,00 01.11.2024 Ost 2.750,00 0,00 0,00 01.12.2024 Ost 2.750,00 0,00 0,00 01.01.2025 2.750,00 0,00 ",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-040,2024-11,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenapril2025/Lohnauswertungen.pdf,Payroll,11.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal,"01.10.2024 Ost 2.829,06 0,00 0,00 01.11.2024 Ost 2.829,06 0,00 0,00 01.12.2024 Ost 2.829,06 0,00 0,00 01.01.2025 Ost 2.82",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-040,2024-11,payroll,MISSING_STRICT_TOTALS,Lohnauswertungen_Juli_2025.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenjuli2025/Lohnauswertungen_Juli_2025.pdf,Payroll,11.2024; entgeltabrechnung; entgeltbescheinigung; lohn; lohnabrechnung; lohnauswertung; lohnjournal,"4 Ost 2.580,00 0,00 0,00 01.11.2024 Ost 2.580,00 0,00 0,00 01.12.2024 Ost 2.580,00 0,00 0,00 01.01.2025 2.580,00 0,00 ",month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-041,2024-11,health insurance,MISSING_STRICT_STATUS_AMOUNTS,Entgeltbescheinigungen 11-2024.pdf,00_INBOX - Входящи - Eingang/Accounting/2024/Entgeltbescheinigungen 11-2024.pdf,Health Insurance,11-2024; 11.2024; 11/2024; aok; barmer; bkk; dak; kkh; krankenkasse; november 2024; sozialversicherung; techniker; viactiv,Entgeltbescheinigungen 11-2024.pdf 00_INBOX - Входящи - Eingang/Accounting/2024/Entgeltbescheinigungen 11-2024.pdf 659798 Martin Zahariev ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-041,2024-11,health insurance,MISSING_STRICT_STATUS_AMOUNTS,Entgeltbescheinigungen 11-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 11-2024.pdf,Health Insurance,11-2024; 11.2024; 11/2024; aok; barmer; bkk; dak; kkh; krankenkasse; november 2024; sozialversicherung; techniker; viactiv,Entgeltbescheinigungen 11-2024.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 11-2024.pdf 659798 ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-041,2024-11,health insurance,MISSING_STRICT_STATUS_AMOUNTS,Entgeltbescheinigungen 11-2024__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 11-2024__copy2.pdf,Health Insurance,11-2024; 11.2024; 11/2024; aok; barmer; bkk; dak; kkh; krankenkasse; november 2024; sozialversicherung; techniker; viactiv,Entgeltbescheinigungen 11-2024__copy2.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 11-2024__copy2.pdf 659798 ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
GAP-041,2024-11,health insurance,MISSING_STRICT_STATUS_AMOUNTS,Entgeltbescheinigungen 11-2024__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 11-2024__copy3.pdf,Health Insurance,11-2024; 11.2024; 11/2024; aok; barmer; bkk; dak; kkh; krankenkasse; november 2024; sozialversicherung; techniker; viactiv,Entgeltbescheinigungen 11-2024__copy3.pdf 00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 11-2024__copy3.pdf 659798 ,month matched; category/type keywords matched,HIGH,MOVE_TO_CATEGORY
